trial,byte_idx,bit_idx,original_outcome,defended_outcome
2100,629,7,silent_wrong_output,integrity_check_abort
2101,712,3,silent_wrong_output,integrity_check_abort
2102,388,0,silent_wrong_output,integrity_check_abort
2106,361,2,silent_wrong_output,integrity_check_abort
2107,165,1,silent_wrong_output,integrity_check_abort
2108,160,6,silent_wrong_output,integrity_check_abort
2109,142,1,silent_wrong_output,integrity_check_abort
2110,116,7,silent_wrong_output,integrity_check_abort
2112,494,6,silent_wrong_output,integrity_check_abort
2113,346,3,silent_wrong_output,integrity_check_abort
2115,603,3,silent_wrong_output,integrity_check_abort
2117,409,4,silent_wrong_output,integrity_check_abort
2118,320,5,silent_wrong_output,integrity_check_abort
2119,507,2,silent_wrong_output,integrity_check_abort
2120,395,5,silent_wrong_output,integrity_check_abort
2123,220,6,silent_wrong_output,integrity_check_abort
2124,482,0,silent_wrong_output,integrity_check_abort
2125,592,6,silent_wrong_output,integrity_check_abort
2126,532,2,silent_wrong_output,integrity_check_abort
2131,413,3,silent_wrong_output,integrity_check_abort
2133,532,1,silent_wrong_output,integrity_check_abort
2135,441,7,silent_wrong_output,integrity_check_abort
2137,294,7,silent_wrong_output,integrity_check_abort
2138,281,6,silent_wrong_output,integrity_check_abort
2140,140,4,silent_wrong_output,integrity_check_abort
2141,353,5,silent_wrong_output,integrity_check_abort
2142,384,6,silent_wrong_output,integrity_check_abort
2144,716,5,silent_wrong_output,integrity_check_abort
2146,607,3,silent_wrong_output,integrity_check_abort
2147,506,4,silent_wrong_output,integrity_check_abort
2148,216,4,silent_wrong_output,integrity_check_abort
2149,51,7,silent_wrong_output,integrity_check_abort
2155,143,1,silent_wrong_output,integrity_check_abort
2159,507,3,silent_wrong_output,integrity_check_abort
2162,124,2,silent_wrong_output,integrity_check_abort
2164,163,6,silent_wrong_output,integrity_check_abort
2166,602,0,silent_wrong_output,integrity_check_abort
2170,751,0,silent_wrong_output,integrity_check_abort
2172,463,3,silent_wrong_output,integrity_check_abort
2175,153,6,silent_wrong_output,integrity_check_abort
2176,563,6,silent_wrong_output,integrity_check_abort
2177,26,6,silent_wrong_output,integrity_check_abort
2178,133,0,silent_wrong_output,integrity_check_abort
2179,585,5,silent_wrong_output,integrity_check_abort
2180,191,3,silent_wrong_output,integrity_check_abort
2181,559,6,silent_wrong_output,integrity_check_abort
2183,667,4,silent_wrong_output,integrity_check_abort
2184,688,7,silent_wrong_output,integrity_check_abort
2186,495,3,silent_wrong_output,integrity_check_abort
2187,272,1,silent_wrong_output,integrity_check_abort
2188,467,3,silent_wrong_output,integrity_check_abort
2189,410,1,silent_wrong_output,integrity_check_abort
2191,621,2,silent_wrong_output,integrity_check_abort
2192,502,1,silent_wrong_output,integrity_check_abort
2194,747,6,silent_wrong_output,integrity_check_abort
2203,21,3,silent_wrong_output,integrity_check_abort
2205,590,5,silent_wrong_output,integrity_check_abort
2209,751,0,silent_wrong_output,integrity_check_abort
2214,691,0,silent_wrong_output,integrity_check_abort
2216,448,6,silent_wrong_output,integrity_check_abort
2217,309,4,silent_wrong_output,integrity_check_abort
2218,209,0,silent_wrong_output,integrity_check_abort
2222,253,2,silent_wrong_output,integrity_check_abort
2223,482,7,silent_wrong_output,integrity_check_abort
2225,577,0,silent_wrong_output,integrity_check_abort
2229,417,0,silent_wrong_output,integrity_check_abort
2232,530,6,silent_wrong_output,integrity_check_abort
2233,240,3,silent_wrong_output,integrity_check_abort
2234,278,5,silent_wrong_output,integrity_check_abort
2235,574,5,silent_wrong_output,integrity_check_abort
2236,141,0,silent_wrong_output,integrity_check_abort
2238,356,1,silent_wrong_output,integrity_check_abort
2243,500,2,silent_wrong_output,integrity_check_abort
2246,741,7,silent_wrong_output,integrity_check_abort
2247,93,1,silent_wrong_output,integrity_check_abort
2250,329,3,silent_wrong_output,integrity_check_abort
2252,358,0,silent_wrong_output,integrity_check_abort
2253,701,3,silent_wrong_output,integrity_check_abort
2254,513,0,silent_wrong_output,integrity_check_abort
2255,292,5,silent_wrong_output,integrity_check_abort
2258,291,1,silent_wrong_output,integrity_check_abort
2260,665,6,silent_wrong_output,integrity_check_abort
2263,722,6,silent_wrong_output,integrity_check_abort
2265,534,4,silent_wrong_output,integrity_check_abort
2269,149,5,silent_wrong_output,integrity_check_abort
2270,468,3,silent_wrong_output,integrity_check_abort
2273,47,7,silent_wrong_output,integrity_check_abort
2276,418,2,silent_wrong_output,integrity_check_abort
2280,619,6,silent_wrong_output,integrity_check_abort
2281,543,1,silent_wrong_output,integrity_check_abort
2282,339,5,silent_wrong_output,integrity_check_abort
2285,404,2,silent_wrong_output,integrity_check_abort
2286,605,4,silent_wrong_output,integrity_check_abort
2287,434,4,silent_wrong_output,integrity_check_abort
2288,667,1,silent_wrong_output,integrity_check_abort
2290,559,4,silent_wrong_output,integrity_check_abort
2291,475,0,silent_wrong_output,integrity_check_abort
2292,696,3,silent_wrong_output,integrity_check_abort
2293,189,2,silent_wrong_output,integrity_check_abort
2296,77,6,silent_wrong_output,integrity_check_abort
2299,557,3,silent_wrong_output,integrity_check_abort
2303,380,1,silent_wrong_output,integrity_check_abort
2305,634,6,silent_wrong_output,integrity_check_abort
2307,273,7,silent_wrong_output,integrity_check_abort
2311,282,4,silent_wrong_output,integrity_check_abort
2313,435,3,silent_wrong_output,integrity_check_abort
2314,114,7,silent_wrong_output,integrity_check_abort
2315,685,6,silent_wrong_output,integrity_check_abort
2320,748,4,silent_wrong_output,integrity_check_abort
2321,547,0,silent_wrong_output,integrity_check_abort
2323,702,1,silent_wrong_output,integrity_check_abort
2332,120,2,silent_wrong_output,integrity_check_abort
2336,9,7,silent_wrong_output,integrity_check_abort
2338,470,0,silent_wrong_output,integrity_check_abort
2340,502,0,silent_wrong_output,integrity_check_abort
2346,563,3,silent_wrong_output,integrity_check_abort
2347,595,5,silent_wrong_output,integrity_check_abort
2348,576,2,silent_wrong_output,integrity_check_abort
2349,44,2,silent_wrong_output,integrity_check_abort
2351,192,4,silent_wrong_output,integrity_check_abort
2354,533,7,silent_wrong_output,integrity_check_abort
2356,1,2,silent_wrong_output,integrity_check_abort
2357,251,7,silent_wrong_output,integrity_check_abort
2359,247,0,silent_wrong_output,integrity_check_abort
2362,65,3,silent_wrong_output,integrity_check_abort
2363,480,1,silent_wrong_output,integrity_check_abort
2366,266,5,silent_wrong_output,integrity_check_abort
2367,441,2,silent_wrong_output,integrity_check_abort
2369,722,7,silent_wrong_output,integrity_check_abort
2371,489,5,silent_wrong_output,integrity_check_abort
2374,716,3,silent_wrong_output,integrity_check_abort
2375,133,5,silent_wrong_output,integrity_check_abort
2377,677,4,silent_wrong_output,integrity_check_abort
2378,451,6,silent_wrong_output,integrity_check_abort
2380,320,5,silent_wrong_output,integrity_check_abort
2382,206,7,silent_wrong_output,integrity_check_abort
2383,346,6,silent_wrong_output,integrity_check_abort
2385,716,5,silent_wrong_output,integrity_check_abort
2386,553,0,silent_wrong_output,integrity_check_abort
2390,452,1,silent_wrong_output,integrity_check_abort
2393,357,3,silent_wrong_output,integrity_check_abort
2395,209,6,silent_wrong_output,integrity_check_abort
2397,313,6,silent_wrong_output,integrity_check_abort
2403,640,5,silent_wrong_output,integrity_check_abort
2405,733,6,silent_wrong_output,integrity_check_abort
2408,659,7,silent_wrong_output,integrity_check_abort
2409,126,5,silent_wrong_output,integrity_check_abort
2410,684,4,silent_wrong_output,integrity_check_abort
2412,288,1,silent_wrong_output,integrity_check_abort
2413,320,7,silent_wrong_output,integrity_check_abort
2415,549,7,silent_wrong_output,integrity_check_abort
2416,142,5,silent_wrong_output,integrity_check_abort
2417,166,6,silent_wrong_output,integrity_check_abort
2418,181,0,silent_wrong_output,integrity_check_abort
2419,165,1,silent_wrong_output,integrity_check_abort
2421,714,6,silent_wrong_output,integrity_check_abort
2422,684,4,silent_wrong_output,integrity_check_abort
2423,331,3,silent_wrong_output,integrity_check_abort
2427,118,3,silent_wrong_output,integrity_check_abort
2430,226,6,silent_wrong_output,integrity_check_abort
2434,493,4,silent_wrong_output,integrity_check_abort
2436,714,5,silent_wrong_output,integrity_check_abort
2437,433,1,silent_wrong_output,integrity_check_abort
2438,96,0,silent_wrong_output,integrity_check_abort
2444,68,0,silent_wrong_output,integrity_check_abort
2445,712,0,silent_wrong_output,integrity_check_abort
2446,637,3,silent_wrong_output,integrity_check_abort
2448,621,1,silent_wrong_output,integrity_check_abort
2451,498,7,silent_wrong_output,integrity_check_abort
2452,765,4,silent_wrong_output,integrity_check_abort
2455,171,6,silent_wrong_output,integrity_check_abort
2456,753,0,silent_wrong_output,integrity_check_abort
2457,141,2,silent_wrong_output,integrity_check_abort
2462,123,2,silent_wrong_output,integrity_check_abort
2463,503,6,silent_wrong_output,integrity_check_abort
2468,400,5,silent_wrong_output,integrity_check_abort
2469,367,2,silent_wrong_output,integrity_check_abort
2472,72,5,silent_wrong_output,integrity_check_abort
2474,134,5,silent_wrong_output,integrity_check_abort
2485,280,3,silent_wrong_output,integrity_check_abort
2486,366,5,silent_wrong_output,integrity_check_abort
2489,360,6,silent_wrong_output,integrity_check_abort
2491,399,2,silent_wrong_output,integrity_check_abort
2492,292,0,silent_wrong_output,integrity_check_abort
2494,731,5,silent_wrong_output,integrity_check_abort
2496,273,6,silent_wrong_output,integrity_check_abort
2499,269,5,silent_wrong_output,integrity_check_abort
2501,516,1,silent_wrong_output,integrity_check_abort
2503,41,6,silent_wrong_output,integrity_check_abort
2504,295,1,silent_wrong_output,integrity_check_abort
2505,762,0,silent_wrong_output,integrity_check_abort
2507,95,2,silent_wrong_output,integrity_check_abort
2508,708,2,silent_wrong_output,integrity_check_abort
2509,212,6,silent_wrong_output,integrity_check_abort
2510,725,0,silent_wrong_output,integrity_check_abort
2511,66,3,silent_wrong_output,integrity_check_abort
2512,654,2,silent_wrong_output,integrity_check_abort
2513,85,0,silent_wrong_output,integrity_check_abort
2514,79,1,silent_wrong_output,integrity_check_abort
2515,47,7,silent_wrong_output,integrity_check_abort
2517,144,1,silent_wrong_output,integrity_check_abort
2520,171,6,silent_wrong_output,integrity_check_abort
2521,321,5,silent_wrong_output,integrity_check_abort
2534,700,2,silent_wrong_output,integrity_check_abort
2535,752,2,silent_wrong_output,integrity_check_abort
2537,444,0,silent_wrong_output,integrity_check_abort
2539,246,3,silent_wrong_output,integrity_check_abort
2544,688,6,silent_wrong_output,integrity_check_abort
2546,142,0,silent_wrong_output,integrity_check_abort
2548,74,3,silent_wrong_output,integrity_check_abort
2549,283,6,silent_wrong_output,integrity_check_abort
2552,652,5,silent_wrong_output,integrity_check_abort
2553,267,1,silent_wrong_output,integrity_check_abort
2554,537,6,silent_wrong_output,integrity_check_abort
2558,351,1,silent_wrong_output,integrity_check_abort
2559,663,1,silent_wrong_output,integrity_check_abort
2561,306,6,silent_wrong_output,integrity_check_abort
2563,188,6,silent_wrong_output,integrity_check_abort
2564,568,2,silent_wrong_output,integrity_check_abort
2567,236,2,silent_wrong_output,integrity_check_abort
2568,237,5,silent_wrong_output,integrity_check_abort
2571,755,3,silent_wrong_output,integrity_check_abort
2573,518,4,silent_wrong_output,integrity_check_abort
2574,153,7,silent_wrong_output,integrity_check_abort
2575,342,5,silent_wrong_output,integrity_check_abort
2576,440,4,silent_wrong_output,integrity_check_abort
2578,122,5,silent_wrong_output,integrity_check_abort
2579,605,0,silent_wrong_output,integrity_check_abort
2581,280,7,silent_wrong_output,integrity_check_abort
2583,668,6,silent_wrong_output,integrity_check_abort
2584,638,7,silent_wrong_output,integrity_check_abort
2587,492,1,silent_wrong_output,integrity_check_abort
2588,72,4,silent_wrong_output,integrity_check_abort
2594,57,7,silent_wrong_output,integrity_check_abort
2595,687,1,silent_wrong_output,integrity_check_abort
2596,560,3,silent_wrong_output,integrity_check_abort
2597,109,4,silent_wrong_output,integrity_check_abort
2598,410,5,silent_wrong_output,integrity_check_abort
2599,426,4,silent_wrong_output,integrity_check_abort
2601,537,3,silent_wrong_output,integrity_check_abort
2602,188,5,silent_wrong_output,integrity_check_abort
2603,466,1,silent_wrong_output,integrity_check_abort
2607,123,1,silent_wrong_output,integrity_check_abort
2608,678,1,silent_wrong_output,integrity_check_abort
2616,520,4,silent_wrong_output,integrity_check_abort
2619,521,5,silent_wrong_output,integrity_check_abort
2620,262,5,silent_wrong_output,integrity_check_abort
2621,296,0,silent_wrong_output,integrity_check_abort
2622,101,0,silent_wrong_output,integrity_check_abort
2623,289,7,silent_wrong_output,integrity_check_abort
2624,85,2,silent_wrong_output,integrity_check_abort
2626,520,5,silent_wrong_output,integrity_check_abort
2628,156,4,silent_wrong_output,integrity_check_abort
2630,682,2,silent_wrong_output,integrity_check_abort
2631,566,0,silent_wrong_output,integrity_check_abort
2633,377,3,silent_wrong_output,integrity_check_abort
2635,506,6,silent_wrong_output,integrity_check_abort
2636,649,0,silent_wrong_output,integrity_check_abort
2638,367,6,silent_wrong_output,integrity_check_abort
2639,11,2,silent_wrong_output,integrity_check_abort
2641,680,7,silent_wrong_output,integrity_check_abort
2642,136,3,silent_wrong_output,integrity_check_abort
2648,177,4,silent_wrong_output,integrity_check_abort
2650,460,0,silent_wrong_output,integrity_check_abort
2651,208,5,silent_wrong_output,integrity_check_abort
2652,376,2,silent_wrong_output,integrity_check_abort
2656,281,6,silent_wrong_output,integrity_check_abort
2657,155,1,silent_wrong_output,integrity_check_abort
2664,19,4,silent_wrong_output,integrity_check_abort
2665,570,5,silent_wrong_output,integrity_check_abort
2666,285,7,silent_wrong_output,integrity_check_abort
2669,453,4,silent_wrong_output,integrity_check_abort
2670,535,2,silent_wrong_output,integrity_check_abort
2671,603,1,silent_wrong_output,integrity_check_abort
2673,59,1,silent_wrong_output,integrity_check_abort
2674,152,5,silent_wrong_output,integrity_check_abort
2676,725,1,silent_wrong_output,integrity_check_abort
2677,740,7,silent_wrong_output,integrity_check_abort
2682,246,1,silent_wrong_output,integrity_check_abort
2683,598,0,silent_wrong_output,integrity_check_abort
2687,3,4,silent_wrong_output,integrity_check_abort
2694,464,4,silent_wrong_output,integrity_check_abort
2699,73,1,silent_wrong_output,integrity_check_abort
2702,30,2,silent_wrong_output,integrity_check_abort
2704,455,1,silent_wrong_output,integrity_check_abort
2707,202,5,silent_wrong_output,integrity_check_abort
2709,428,6,silent_wrong_output,integrity_check_abort
2713,90,2,silent_wrong_output,integrity_check_abort
2716,120,2,silent_wrong_output,integrity_check_abort
2718,601,0,silent_wrong_output,integrity_check_abort
2721,749,5,silent_wrong_output,integrity_check_abort
2722,263,4,silent_wrong_output,integrity_check_abort
2726,385,5,silent_wrong_output,integrity_check_abort
2727,114,7,silent_wrong_output,integrity_check_abort
2728,509,1,silent_wrong_output,integrity_check_abort
2731,651,1,silent_wrong_output,integrity_check_abort
2734,215,0,silent_wrong_output,integrity_check_abort
2736,433,0,silent_wrong_output,integrity_check_abort
2738,213,0,silent_wrong_output,integrity_check_abort
2739,238,4,silent_wrong_output,integrity_check_abort
2743,395,4,silent_wrong_output,integrity_check_abort
2745,444,7,silent_wrong_output,integrity_check_abort
2747,710,7,silent_wrong_output,integrity_check_abort
2749,329,5,silent_wrong_output,integrity_check_abort
2750,395,6,silent_wrong_output,integrity_check_abort
2751,315,7,silent_wrong_output,integrity_check_abort
2754,62,2,silent_wrong_output,integrity_check_abort
2757,443,1,silent_wrong_output,integrity_check_abort
2762,375,6,silent_wrong_output,integrity_check_abort
2763,305,0,silent_wrong_output,integrity_check_abort
2767,367,2,silent_wrong_output,integrity_check_abort
2771,545,6,silent_wrong_output,integrity_check_abort
2772,313,2,silent_wrong_output,integrity_check_abort
2774,455,4,silent_wrong_output,integrity_check_abort
2775,231,4,silent_wrong_output,integrity_check_abort
2778,674,2,silent_wrong_output,integrity_check_abort
2780,331,5,silent_wrong_output,integrity_check_abort
2787,408,3,silent_wrong_output,integrity_check_abort
2789,382,6,silent_wrong_output,integrity_check_abort
2793,533,2,silent_wrong_output,integrity_check_abort
2796,527,2,silent_wrong_output,integrity_check_abort
2802,471,2,silent_wrong_output,integrity_check_abort
2805,255,1,silent_wrong_output,integrity_check_abort
2808,114,6,silent_wrong_output,integrity_check_abort
2811,210,1,silent_wrong_output,integrity_check_abort
2814,440,0,silent_wrong_output,integrity_check_abort
2815,423,5,silent_wrong_output,integrity_check_abort
2816,693,4,silent_wrong_output,integrity_check_abort
2820,594,1,silent_wrong_output,integrity_check_abort
2824,760,1,silent_wrong_output,integrity_check_abort
2825,69,6,silent_wrong_output,integrity_check_abort
2827,353,4,silent_wrong_output,integrity_check_abort
2829,396,5,silent_wrong_output,integrity_check_abort
2830,90,7,silent_wrong_output,integrity_check_abort
2834,533,3,silent_wrong_output,integrity_check_abort
2838,389,4,silent_wrong_output,integrity_check_abort
2839,469,3,silent_wrong_output,integrity_check_abort
2845,553,6,silent_wrong_output,integrity_check_abort
2846,383,3,silent_wrong_output,integrity_check_abort
2849,408,4,silent_wrong_output,integrity_check_abort
2855,348,1,silent_wrong_output,integrity_check_abort
2857,572,4,silent_wrong_output,integrity_check_abort
2858,637,3,silent_wrong_output,integrity_check_abort
2859,208,3,silent_wrong_output,integrity_check_abort
2861,225,2,silent_wrong_output,integrity_check_abort
2863,252,3,silent_wrong_output,integrity_check_abort
2865,12,2,silent_wrong_output,integrity_check_abort
2866,582,2,silent_wrong_output,integrity_check_abort
2871,37,5,silent_wrong_output,integrity_check_abort
2872,570,3,silent_wrong_output,integrity_check_abort
2873,649,0,silent_wrong_output,integrity_check_abort
2876,464,2,silent_wrong_output,integrity_check_abort
2877,250,7,silent_wrong_output,integrity_check_abort
2879,28,2,silent_wrong_output,integrity_check_abort
2882,449,0,silent_wrong_output,integrity_check_abort
2883,270,0,silent_wrong_output,integrity_check_abort
2885,683,1,silent_wrong_output,integrity_check_abort
2886,445,4,silent_wrong_output,integrity_check_abort
2891,227,4,silent_wrong_output,integrity_check_abort
2892,397,7,silent_wrong_output,integrity_check_abort
2898,168,6,silent_wrong_output,integrity_check_abort
2899,358,1,silent_wrong_output,integrity_check_abort
2902,737,3,silent_wrong_output,integrity_check_abort
2906,484,1,silent_wrong_output,integrity_check_abort
2907,134,5,silent_wrong_output,integrity_check_abort
2908,526,6,silent_wrong_output,integrity_check_abort
2909,506,2,silent_wrong_output,integrity_check_abort
2917,625,2,silent_wrong_output,integrity_check_abort
2918,92,2,silent_wrong_output,integrity_check_abort
2919,552,7,silent_wrong_output,integrity_check_abort
2920,591,5,silent_wrong_output,integrity_check_abort
2922,397,6,silent_wrong_output,integrity_check_abort
2923,311,5,silent_wrong_output,integrity_check_abort
2928,112,1,silent_wrong_output,integrity_check_abort
2929,608,2,silent_wrong_output,integrity_check_abort
2931,651,7,silent_wrong_output,integrity_check_abort
2932,387,3,silent_wrong_output,integrity_check_abort
2935,19,3,silent_wrong_output,integrity_check_abort
2936,570,6,silent_wrong_output,integrity_check_abort
2940,290,1,silent_wrong_output,integrity_check_abort
2941,325,5,silent_wrong_output,integrity_check_abort
2943,272,2,silent_wrong_output,integrity_check_abort
2945,579,0,silent_wrong_output,integrity_check_abort
2946,312,5,silent_wrong_output,integrity_check_abort
2947,639,0,silent_wrong_output,integrity_check_abort
2948,228,2,silent_wrong_output,integrity_check_abort
2950,248,1,silent_wrong_output,integrity_check_abort
2951,251,3,silent_wrong_output,integrity_check_abort
2957,74,0,silent_wrong_output,integrity_check_abort
2958,123,2,silent_wrong_output,integrity_check_abort
2963,17,1,silent_wrong_output,integrity_check_abort
2965,423,6,silent_wrong_output,integrity_check_abort
2967,192,4,silent_wrong_output,integrity_check_abort
2968,657,0,silent_wrong_output,integrity_check_abort
2969,435,3,silent_wrong_output,integrity_check_abort
2971,518,2,silent_wrong_output,integrity_check_abort
2974,113,2,silent_wrong_output,integrity_check_abort
2975,330,0,silent_wrong_output,integrity_check_abort
2977,300,1,silent_wrong_output,integrity_check_abort
2979,282,0,silent_wrong_output,integrity_check_abort
2980,22,3,silent_wrong_output,integrity_check_abort
2983,220,0,silent_wrong_output,integrity_check_abort
2984,327,4,silent_wrong_output,integrity_check_abort
2985,699,6,silent_wrong_output,integrity_check_abort
2989,332,5,silent_wrong_output,integrity_check_abort
2990,571,2,silent_wrong_output,integrity_check_abort
2993,546,0,silent_wrong_output,integrity_check_abort
2994,34,5,silent_wrong_output,integrity_check_abort
2997,604,2,silent_wrong_output,integrity_check_abort
3000,200,2,silent_wrong_output,integrity_check_abort
3002,47,4,silent_wrong_output,integrity_check_abort
3003,65,7,silent_wrong_output,integrity_check_abort
3005,689,7,silent_wrong_output,integrity_check_abort
3006,151,2,silent_wrong_output,integrity_check_abort
3007,117,7,silent_wrong_output,integrity_check_abort
3010,425,2,silent_wrong_output,integrity_check_abort
3012,10,2,silent_wrong_output,integrity_check_abort
3013,511,3,silent_wrong_output,integrity_check_abort
3015,335,2,silent_wrong_output,integrity_check_abort
3017,397,6,silent_wrong_output,integrity_check_abort
3018,205,5,silent_wrong_output,integrity_check_abort
3019,488,6,silent_wrong_output,integrity_check_abort
3021,619,0,silent_wrong_output,integrity_check_abort
3022,584,6,silent_wrong_output,integrity_check_abort
3023,378,4,silent_wrong_output,integrity_check_abort
3024,747,3,silent_wrong_output,integrity_check_abort
3027,760,0,silent_wrong_output,integrity_check_abort
3028,637,0,silent_wrong_output,integrity_check_abort
3031,348,0,silent_wrong_output,integrity_check_abort
3034,444,6,silent_wrong_output,integrity_check_abort
3035,303,3,silent_wrong_output,integrity_check_abort
3036,379,7,silent_wrong_output,integrity_check_abort
3037,749,5,silent_wrong_output,integrity_check_abort
3039,589,7,silent_wrong_output,integrity_check_abort
3040,378,6,silent_wrong_output,integrity_check_abort
3041,546,3,silent_wrong_output,integrity_check_abort
3042,638,7,silent_wrong_output,integrity_check_abort
3043,142,6,silent_wrong_output,integrity_check_abort
3047,593,2,silent_wrong_output,integrity_check_abort
3048,502,5,silent_wrong_output,integrity_check_abort
3051,427,0,silent_wrong_output,integrity_check_abort
3052,726,3,silent_wrong_output,integrity_check_abort
3054,528,7,silent_wrong_output,integrity_check_abort
3055,486,2,silent_wrong_output,integrity_check_abort
3056,143,3,silent_wrong_output,integrity_check_abort
3058,551,7,silent_wrong_output,integrity_check_abort
3061,646,5,silent_wrong_output,integrity_check_abort
3065,503,6,silent_wrong_output,integrity_check_abort
3066,7,5,silent_wrong_output,integrity_check_abort
3068,687,4,silent_wrong_output,integrity_check_abort
3070,696,7,silent_wrong_output,integrity_check_abort
3072,50,2,silent_wrong_output,integrity_check_abort
3075,319,6,silent_wrong_output,integrity_check_abort
3077,173,2,silent_wrong_output,integrity_check_abort
3083,532,0,silent_wrong_output,integrity_check_abort
3085,568,1,silent_wrong_output,integrity_check_abort
3090,236,7,silent_wrong_output,integrity_check_abort
3094,685,4,silent_wrong_output,integrity_check_abort
3095,448,6,silent_wrong_output,integrity_check_abort
3098,216,1,silent_wrong_output,integrity_check_abort
3103,717,5,silent_wrong_output,integrity_check_abort
3106,200,3,silent_wrong_output,integrity_check_abort
3107,21,3,silent_wrong_output,integrity_check_abort
3112,519,0,silent_wrong_output,integrity_check_abort
3113,317,0,silent_wrong_output,integrity_check_abort
3114,289,6,silent_wrong_output,integrity_check_abort
3115,371,3,silent_wrong_output,integrity_check_abort
3116,418,0,silent_wrong_output,integrity_check_abort
3117,265,2,silent_wrong_output,integrity_check_abort
3118,315,6,silent_wrong_output,integrity_check_abort
3119,292,6,silent_wrong_output,integrity_check_abort
3121,635,3,silent_wrong_output,integrity_check_abort
3122,515,4,silent_wrong_output,integrity_check_abort
3125,209,7,silent_wrong_output,integrity_check_abort
3132,103,0,silent_wrong_output,integrity_check_abort
3133,283,2,silent_wrong_output,integrity_check_abort
3137,218,1,silent_wrong_output,integrity_check_abort
3138,371,1,silent_wrong_output,integrity_check_abort
3141,574,7,silent_wrong_output,integrity_check_abort
3142,763,5,silent_wrong_output,integrity_check_abort
3143,541,1,silent_wrong_output,integrity_check_abort
3144,550,6,silent_wrong_output,integrity_check_abort
3145,752,6,silent_wrong_output,integrity_check_abort
3147,756,1,silent_wrong_output,integrity_check_abort
3148,576,0,silent_wrong_output,integrity_check_abort
3150,24,5,silent_wrong_output,integrity_check_abort
3152,299,6,silent_wrong_output,integrity_check_abort
3153,625,7,silent_wrong_output,integrity_check_abort
3154,262,6,silent_wrong_output,integrity_check_abort
3159,701,0,silent_wrong_output,integrity_check_abort
3161,228,7,silent_wrong_output,integrity_check_abort
3162,58,2,silent_wrong_output,integrity_check_abort
3163,606,7,silent_wrong_output,integrity_check_abort
3166,264,6,silent_wrong_output,integrity_check_abort
3170,549,3,silent_wrong_output,integrity_check_abort
3172,43,2,silent_wrong_output,integrity_check_abort
3173,685,1,silent_wrong_output,integrity_check_abort
3176,147,7,silent_wrong_output,integrity_check_abort
3178,377,0,silent_wrong_output,integrity_check_abort
3179,692,6,silent_wrong_output,integrity_check_abort
3182,385,3,silent_wrong_output,integrity_check_abort
3183,311,5,silent_wrong_output,integrity_check_abort
3191,217,5,silent_wrong_output,integrity_check_abort
3192,459,1,silent_wrong_output,integrity_check_abort
3193,161,7,silent_wrong_output,integrity_check_abort
3195,725,2,silent_wrong_output,integrity_check_abort
3196,568,7,silent_wrong_output,integrity_check_abort
3198,374,2,silent_wrong_output,integrity_check_abort
3201,745,2,silent_wrong_output,integrity_check_abort
3202,295,4,silent_wrong_output,integrity_check_abort
3204,99,1,silent_wrong_output,integrity_check_abort
3206,191,4,silent_wrong_output,integrity_check_abort
3207,210,6,silent_wrong_output,integrity_check_abort
3209,723,6,silent_wrong_output,integrity_check_abort
3216,166,7,silent_wrong_output,integrity_check_abort
3217,432,6,silent_wrong_output,integrity_check_abort
3220,485,0,silent_wrong_output,integrity_check_abort
3221,636,3,silent_wrong_output,integrity_check_abort
3224,109,1,silent_wrong_output,integrity_check_abort
3226,382,5,silent_wrong_output,integrity_check_abort
3227,515,7,silent_wrong_output,integrity_check_abort
3228,105,1,silent_wrong_output,integrity_check_abort
3230,129,7,silent_wrong_output,integrity_check_abort
3231,481,7,silent_wrong_output,integrity_check_abort
3232,668,1,silent_wrong_output,integrity_check_abort
3233,29,4,silent_wrong_output,integrity_check_abort
3235,467,5,silent_wrong_output,integrity_check_abort
3236,657,7,silent_wrong_output,integrity_check_abort
3238,154,2,silent_wrong_output,integrity_check_abort
3240,740,3,silent_wrong_output,integrity_check_abort
3243,353,2,silent_wrong_output,integrity_check_abort
3248,132,0,silent_wrong_output,integrity_check_abort
3252,37,0,silent_wrong_output,integrity_check_abort
3253,231,5,silent_wrong_output,integrity_check_abort
3254,355,0,silent_wrong_output,integrity_check_abort
3255,326,2,silent_wrong_output,integrity_check_abort
3256,582,1,silent_wrong_output,integrity_check_abort
3257,185,1,silent_wrong_output,integrity_check_abort
3258,119,6,silent_wrong_output,integrity_check_abort
3259,224,1,silent_wrong_output,integrity_check_abort
3260,8,6,silent_wrong_output,integrity_check_abort
3261,413,1,silent_wrong_output,integrity_check_abort
3263,374,4,silent_wrong_output,integrity_check_abort
3270,511,6,silent_wrong_output,integrity_check_abort
3271,401,2,silent_wrong_output,integrity_check_abort
3275,196,6,silent_wrong_output,integrity_check_abort
3280,165,2,silent_wrong_output,integrity_check_abort
3281,546,2,silent_wrong_output,integrity_check_abort
3283,107,4,silent_wrong_output,integrity_check_abort
3288,77,7,silent_wrong_output,integrity_check_abort
3291,351,2,silent_wrong_output,integrity_check_abort
3293,184,7,silent_wrong_output,integrity_check_abort
3294,114,7,silent_wrong_output,integrity_check_abort
3295,545,5,silent_wrong_output,integrity_check_abort
3301,71,4,silent_wrong_output,integrity_check_abort
3302,691,2,silent_wrong_output,integrity_check_abort
3306,303,5,silent_wrong_output,integrity_check_abort
3308,633,6,silent_wrong_output,integrity_check_abort
