trial,aggressor_count,victim_offset,row_size_bytes,frr_pqc,frr_dnn
2630,8,-2,4096,0.0,0.109375
2631,4,1,1024,0.0,0.015625
2632,8,-2,1024,0.0,0.03125
2633,4,1,2048,0.0,0.03125
2634,1,-1,1024,0.0,0.00390625
2635,1,1,1024,0.0,0.00390625
2636,2,2,1024,0.0,0.0078125
2637,4,-1,4096,0.0,0.0625
2638,1,1,4096,0.5735294117647058,0.015625
2639,8,1,1024,0.4883578431372549,0.03125
2640,1,2,2048,0.0,0.0078125
2641,2,-2,2048,0.0,0.015625
2642,1,-2,2048,0.0,0.0078125
2643,2,-1,2048,0.0,0.015625
2644,2,1,4096,0.0,0.03125
2645,1,2,2048,0.0,0.0078125
2646,4,-1,2048,0.0,0.03125
2647,8,-2,4096,0.0,0.078125
2648,8,1,2048,0.0,0.0625
2649,2,1,1024,0.0,0.0078125
2650,8,-1,1024,0.0,0.03125
2651,8,-2,2048,0.0,0.0625
2652,8,2,1024,0.0,0.03125
2653,2,2,4096,0.0,0.03125
2654,8,1,2048,0.0,0.0625
2655,4,1,1024,0.0,0.015625
2656,1,-1,2048,0.0,0.0078125
2657,2,-1,4096,0.0,0.03125
2658,4,-2,4096,0.0,0.046875
2659,1,-2,4096,0.0,0.015625
2660,2,-1,4096,0.0,0.03125
2661,8,-1,2048,0.0,0.0625
2662,1,-2,4096,0.46262254901960786,0.015625
2663,2,2,4096,0.0,0.03125
2664,1,-1,2048,0.0,0.0078125
2665,4,1,2048,0.0,0.03125
2666,1,-1,4096,0.0,0.015625
2667,8,-1,2048,0.9816176470588235,0.0625
2668,1,2,1024,0.0,0.00390625
2669,8,1,1024,0.0,0.02734375
2670,8,2,2048,0.0,0.0625
2671,8,-1,1024,0.0,0.03125
2672,8,-1,1024,0.0,0.03125
2673,1,-1,1024,0.0,0.00390625
2674,8,1,2048,0.0,0.0625
2675,4,-1,2048,0.9558823529411765,0.03125
2676,8,-1,2048,0.0,0.0625
2677,8,-2,2048,0.0,0.0625
2678,4,1,4096,0.0,0.046875
2679,2,1,1024,0.0,0.0078125
2680,1,1,2048,0.0,0.0078125
2681,1,2,2048,0.0,0.0078125
2682,2,2,1024,0.0,0.0078125
2683,8,2,1024,0.001838235294117647,0.03125
2684,4,-2,1024,0.0,0.015625
2685,2,2,1024,0.0,0.0078125
2686,1,-1,1024,0.19362745098039216,0.00390625
2687,4,-1,1024,0.0,0.015625
2688,4,-1,1024,0.0,0.015625
2689,8,-1,4096,0.0,0.125
2690,4,2,4096,0.48223039215686275,0.046875
2691,4,1,2048,0.0,0.03125
2692,8,2,1024,0.0,0.03125
2693,2,2,4096,0.0,0.03125
2694,8,-1,1024,0.0,0.03125
2695,2,1,1024,0.0,0.0078125
2696,1,1,2048,0.0,0.0078125
2697,2,-1,2048,0.0,0.015625
2698,1,1,1024,0.0,0.00390625
2699,1,1,4096,0.0,0.015625
2700,8,2,1024,0.0,0.03125
2701,8,2,1024,0.0,0.03125
2702,1,1,2048,0.0,0.0078125
2703,8,2,2048,0.0,0.0625
2704,1,-2,4096,0.0,0.015625
2705,2,2,1024,0.0,0.0078125
2706,4,-1,2048,0.0,0.03125
2707,2,-1,1024,0.6274509803921569,0.0078125
2708,4,2,1024,0.0,0.015625
2709,8,-1,2048,0.0,0.0546875
2710,1,2,4096,0.0,0.015625
2711,1,-1,1024,0.0,0.00390625
2712,8,-1,4096,0.0,0.109375
2713,4,-1,2048,0.0,0.03125
2714,4,-1,2048,0.0,0.03125
2715,2,2,4096,0.0,0.03125
2716,2,-2,1024,0.0,0.0078125
2717,4,1,1024,0.0,0.015625
2718,4,2,4096,0.0,0.0625
2719,1,-1,1024,0.0,0.00390625
2720,4,1,4096,0.0,0.0625
2721,4,-1,4096,0.0,0.0625
2722,1,-2,4096,0.0,0.015625
2723,2,1,2048,0.0,0.0078125
2724,8,2,2048,1.0,0.0625
2725,4,1,4096,0.0,0.0625
2726,1,-1,1024,0.0,0.00390625
2727,1,-2,1024,0.0,0.00390625
2728,4,2,2048,0.0,0.03125
2729,2,2,2048,0.0,0.015625
2730,8,2,4096,0.0,0.109375
2731,4,-1,4096,0.0,0.0625
2732,8,1,2048,1.0,0.0625
2733,1,-1,1024,0.0,0.00390625
2734,2,-2,1024,0.0,0.0078125
2735,1,-2,4096,0.0,0.015625
2736,4,-1,2048,0.0,0.03125
2737,1,1,2048,0.0,0.0078125
2738,2,-2,2048,0.0,0.015625
2739,2,1,4096,0.0,0.03125
2740,1,-1,1024,0.0,0.00390625
2741,1,2,1024,0.0,0.00390625
2742,4,-1,4096,0.0,0.046875
2743,8,-2,2048,0.0,0.0625
2744,1,-1,4096,0.0,0.015625
2745,2,2,1024,0.0,0.0078125
2746,1,-1,1024,0.0,0.00390625
2747,8,1,4096,0.0,0.125
2748,2,2,4096,0.0,0.03125
2749,8,-1,1024,0.0,0.03125
2750,1,1,4096,0.0,0.015625
2751,1,-2,1024,0.0,0.00390625
2752,4,-1,1024,0.0,0.015625
2753,4,-1,4096,0.0,0.0625
2754,8,1,1024,0.0,0.03125
2755,8,2,1024,0.0,0.03125
2756,8,-1,1024,0.0,0.03125
2757,4,-1,2048,0.0,0.03125
2758,2,2,1024,0.0,0.0078125
2759,2,-1,1024,0.0,0.0078125
2760,1,1,1024,0.0,0.00390625
2761,2,1,2048,0.0,0.015625
2762,2,-2,2048,0.0,0.015625
2763,1,2,1024,0.0,0.00390625
2764,1,-1,2048,0.0,0.0078125
2765,4,1,2048,0.0,0.03125
2766,2,-1,2048,0.0,0.015625
2767,8,2,2048,0.0,0.0625
2768,2,1,1024,0.0,0.0078125
2769,8,-2,2048,0.0,0.0625
2770,4,-2,4096,1.0,0.0625
2771,1,2,1024,0.0,0.00390625
2772,1,1,1024,0.0,0.00390625
2773,4,-1,1024,0.0,0.015625
2774,4,-2,4096,1.0,0.0625
2775,2,-2,4096,0.0,0.03125
2776,4,2,4096,0.0,0.046875
2777,8,2,1024,0.0,0.03125
2778,2,-1,2048,0.0,0.015625
2779,1,-2,1024,0.0,0.00390625
2780,2,-1,4096,0.0,0.03125
2781,8,-2,2048,0.0,0.0625
2782,8,1,2048,0.0,0.0625
2783,8,1,2048,1.0,0.0625
2784,8,2,4096,0.0,0.125
2785,1,-1,4096,0.0,0.015625
2786,2,-2,4096,0.0,0.03125
2787,1,-2,2048,0.0,0.0078125
2788,1,-1,4096,0.0,0.015625
2789,8,1,4096,0.0,0.09375
2790,8,-2,2048,0.0,0.0625
2791,1,2,4096,0.0,0.015625
2792,4,-1,4096,0.0,0.0625
2793,4,2,4096,0.0,0.0625
2794,1,-1,1024,0.0,0.00390625
2795,8,-2,4096,0.35171568627450983,0.125
2796,8,-2,2048,0.0,0.0625
2797,4,1,1024,0.0,0.015625
2798,4,1,2048,0.6231617647058824,0.03125
2799,2,2,4096,0.0,0.03125
2800,8,2,4096,0.0,0.109375
2801,2,-2,4096,1.0,0.03125
2802,8,-1,4096,1.0,0.109375
2803,1,-2,2048,0.0,0.0078125
2804,1,-2,4096,0.0,0.015625
2805,8,-2,1024,0.0,0.03125
2806,2,-2,1024,0.0,0.0078125
2807,2,1,1024,0.0,0.0078125
2808,8,-2,4096,0.0,0.109375
2809,1,-2,2048,0.0,0.0078125
2810,4,-2,4096,0.7028186274509803,0.0625
2811,2,1,2048,0.0,0.015625
2812,1,1,2048,0.0,0.0078125
2813,8,2,4096,0.0,0.125
2814,1,-2,2048,0.0,0.0078125
2815,1,-2,2048,0.0,0.0078125
2816,4,-1,1024,0.6053921568627451,0.015625
2817,8,1,2048,0.0,0.0625
2818,1,-2,1024,0.0,0.00390625
2819,4,-2,1024,0.0,0.015625
2820,4,-1,1024,0.0,0.015625
2821,8,-2,1024,0.522671568627451,0.03125
2822,1,-1,1024,0.0,0.00390625
2823,8,2,1024,0.0,0.03125
2824,4,1,1024,0.0,0.015625
2825,8,-1,4096,0.0,0.109375
2826,2,-1,1024,0.0,0.0078125
2827,8,2,2048,0.0,0.0625
2828,4,1,1024,0.0,0.015625
2829,1,1,4096,0.0,0.015625
2830,8,2,1024,0.0,0.03125
2831,8,-2,4096,0.0,0.09375
2832,2,-2,2048,0.0,0.015625
2833,4,-1,4096,1.0,0.0625
2834,2,-1,2048,0.0,0.015625
2835,4,-2,2048,0.0,0.0234375
2836,8,-2,4096,0.6096813725490197,0.125
2837,8,2,4096,0.0,0.125
2838,1,1,2048,0.0,0.0078125
2839,8,1,4096,0.0,0.125
2840,2,-2,4096,0.0,0.03125
2841,4,-1,4096,1.0,0.0625
2842,8,1,4096,0.0,0.125
2843,2,1,1024,0.0,0.0078125
2844,2,1,2048,0.0,0.015625
2845,2,1,2048,0.0,0.015625
2846,8,-1,4096,0.0,0.109375
2847,2,2,1024,0.0,0.0078125
2848,2,-1,4096,0.0,0.03125
2849,2,-2,1024,0.0,0.0078125
2850,1,2,2048,0.0,0.0078125
2851,2,-2,4096,0.0,0.03125
2852,1,-1,1024,0.0,0.00390625
2853,1,-2,4096,0.0,0.015625
2854,4,-2,4096,0.0,0.0625
2855,1,-1,1024,0.0,0.00390625
2856,4,-2,1024,0.0,0.015625
2857,8,-1,1024,0.0,0.03125
2858,4,2,4096,0.0,0.0625
2859,2,-2,4096,0.0,0.03125
2860,1,2,2048,0.0,0.0078125
2861,8,-1,1024,0.0,0.03125
2862,8,1,1024,0.0,0.03125
2863,4,-1,1024,0.0,0.015625
2864,1,-1,2048,0.0,0.0078125
2865,1,-2,4096,0.0,0.015625
2866,2,1,1024,0.0,0.0078125
2867,1,2,4096,0.0,0.015625
2868,8,1,1024,0.0,0.03125
2869,1,1,2048,0.0,0.0078125
2870,2,1,4096,0.7481617647058824,0.03125
2871,8,-1,2048,0.0,0.0625
2872,8,-2,2048,0.36825980392156865,0.0625
2873,1,1,2048,0.0,0.0078125
2874,2,2,2048,0.0,0.015625
2875,4,-1,1024,0.0,0.015625
2876,4,2,1024,0.0,0.015625
2877,8,2,4096,0.0,0.125
2878,8,-2,4096,0.0,0.125
2879,8,1,4096,0.0,0.125
2880,1,1,1024,0.0,0.00390625
2881,1,-1,1024,0.0,0.00390625
2882,4,1,1024,0.0,0.015625
2883,1,2,1024,0.0,0.00390625
2884,2,1,2048,0.0,0.015625
2885,1,2,1024,0.0,0.00390625
2886,8,2,4096,0.0,0.125
2887,1,2,1024,0.0,0.00390625
2888,1,2,2048,0.0,0.0078125
2889,1,-2,1024,0.0,0.00390625
2890,1,-2,2048,0.0,0.0078125
2891,4,-2,1024,0.49142156862745096,0.015625
2892,2,-2,2048,0.0,0.0078125
2893,8,1,4096,0.0,0.125
2894,2,1,4096,0.0,0.03125
2895,4,-1,1024,0.0,0.015625
2896,4,-2,2048,0.0,0.03125
2897,4,1,4096,0.0,0.0625
2898,8,-1,2048,0.0,0.0625
2899,1,2,2048,0.0,0.0078125
2900,4,-2,2048,0.0,0.03125
2901,8,-1,4096,0.0,0.109375
2902,8,-2,2048,0.0,0.0625
2903,4,-1,4096,0.0,0.046875
2904,4,2,4096,0.0,0.0625
2905,8,-1,2048,0.0,0.046875
2906,4,-1,1024,0.0,0.015625
2907,8,-1,1024,0.0,0.03125
2908,1,-1,2048,0.0,0.0078125
2909,2,1,4096,0.0,0.03125
2910,1,2,2048,0.0,0.0078125
2911,1,1,1024,0.0,0.00390625
2912,2,1,4096,0.0,0.03125
2913,1,-1,1024,0.0,0.00390625
2914,2,-2,2048,0.0,0.015625
2915,2,1,1024,0.0,0.0078125
2916,4,2,1024,0.0,0.015625
2917,8,1,4096,0.0,0.109375
2918,8,-2,4096,0.0,0.109375
2919,2,1,1024,0.0,0.0078125
2920,2,2,1024,0.0,0.0078125
2921,8,-2,2048,0.0,0.0625
2922,1,-2,4096,0.0,0.015625
2923,4,1,2048,0.0,0.03125
2924,2,-1,4096,0.0,0.03125
2925,1,1,2048,0.0,0.0078125
2926,4,1,2048,0.0,0.03125
2927,2,-1,1024,0.0,0.0078125
2928,1,-2,4096,0.0,0.015625
2929,4,1,4096,0.0,0.0625
2930,1,-1,1024,0.0,0.00390625
2931,4,2,4096,0.0,0.0625
2932,1,-1,4096,0.0,0.015625
2933,2,-2,2048,0.0,0.015625
2934,8,2,4096,0.0,0.125
2935,1,1,2048,0.0,0.0078125
2936,8,1,1024,0.0,0.03125
2937,4,2,4096,0.0,0.0625
2938,8,2,1024,0.0,0.03125
2939,1,2,4096,0.0,0.015625
2940,4,2,1024,0.0,0.015625
2941,8,-1,2048,0.0,0.0625
2942,8,-2,4096,0.0,0.09375
2943,1,1,2048,0.0,0.0078125
2944,8,2,4096,1.0,0.125
2945,1,2,1024,0.0,0.00390625
2946,4,1,1024,0.0,0.015625
2947,2,1,1024,0.0,0.0078125
2948,4,1,1024,0.0,0.015625
2949,4,-2,1024,0.0,0.015625
2950,1,-2,2048,0.0,0.0078125
2951,4,-2,1024,0.0,0.015625
2952,8,2,4096,0.0,0.125
2953,2,2,1024,0.0,0.0078125
2954,2,-1,4096,0.0,0.03125
2955,8,-1,4096,0.04718137254901961,0.125
2956,1,-1,4096,0.0,0.015625
2957,2,-2,4096,0.0,0.03125
2958,4,-1,4096,0.2689950980392157,0.0625
2959,2,-1,4096,0.0,0.03125
2960,8,1,2048,0.0,0.0625
2961,2,2,2048,0.0,0.015625
2962,8,-2,2048,0.0,0.0625
2963,1,-1,2048,0.0,0.0078125
2964,4,2,2048,0.0,0.03125
2965,4,2,1024,0.0,0.015625
2966,1,2,4096,0.0,0.015625
2967,1,1,4096,0.0,0.015625
2968,4,-2,4096,0.0,0.0625
2969,4,2,1024,0.0,0.015625
2970,4,1,4096,0.0,0.0625
2971,1,2,2048,0.0,0.0078125
2972,4,2,1024,0.0,0.015625
2973,8,-1,4096,0.0,0.125
2974,1,-2,4096,0.0,0.015625
2975,2,1,4096,0.0,0.03125
2976,2,-1,2048,0.0,0.015625
2977,8,-2,1024,0.0,0.02734375
2978,2,-1,1024,0.0,0.0078125
2979,2,2,4096,0.0,0.03125
2980,4,-1,4096,0.0,0.046875
2981,1,-1,1024,0.0,0.00390625
2982,8,1,4096,1.0,0.109375
2983,8,1,1024,0.0,0.03125
2984,4,-1,4096,0.0,0.0625
2985,4,2,1024,0.0,0.015625
2986,4,1,4096,0.9001225490196079,0.0625
2987,8,-2,1024,0.0,0.03125
2988,8,-1,2048,0.0,0.0625
2989,2,2,4096,0.0,0.03125
2990,2,-2,4096,0.0,0.03125
2991,4,-2,2048,0.0,0.03125
2992,1,1,4096,0.0,0.015625
2993,8,-1,1024,0.15747549019607843,0.03125
2994,8,-1,2048,0.0,0.0546875
2995,4,-1,4096,0.0,0.0625
2996,2,-2,1024,0.0,0.0078125
2997,2,-1,2048,0.0,0.015625
2998,2,-2,2048,0.0,0.0078125
2999,4,1,2048,0.0,0.03125
3000,8,1,4096,0.0,0.125
3001,4,2,2048,0.0,0.03125
3002,8,-2,4096,0.0,0.109375
3003,8,-1,2048,0.0,0.0546875
3004,4,-1,4096,0.0,0.0625
3005,2,1,2048,0.0,0.015625
3006,4,1,4096,0.0,0.0625
3007,2,2,2048,0.0,0.015625
3008,4,2,4096,0.0,0.0625
3009,8,2,4096,0.0,0.125
3010,2,-2,1024,0.0,0.0078125
3011,4,-2,1024,0.6274509803921569,0.015625
3012,1,2,1024,0.0,0.00390625
3013,4,2,2048,0.0,0.03125
3014,2,-1,2048,0.0,0.015625
3015,2,-2,1024,0.0,0.0078125
3016,4,1,4096,0.0,0.0625
3017,1,1,4096,0.0,0.015625
3018,4,2,2048,0.0,0.03125
3019,4,1,1024,0.0,0.015625
3020,2,2,4096,0.0,0.03125
3021,1,2,1024,0.0,0.00390625
3022,2,-2,1024,0.0,0.0078125
3023,1,-2,4096,0.0,0.015625
3024,2,2,4096,0.0,0.03125
3025,4,-2,2048,0.0,0.03125
3026,1,-2,1024,0.0,0.00390625
3027,4,2,1024,0.06066176470588235,0.015625
3028,1,-2,4096,0.0,0.015625
3029,8,-2,1024,0.0,0.03125
3030,4,-2,4096,0.0,0.046875
3031,2,-1,2048,0.0,0.015625
3032,4,1,2048,0.0,0.03125
3033,1,1,4096,0.0,0.015625
3034,1,2,2048,0.0,0.0078125
3035,8,1,2048,0.0,0.046875
3036,8,2,2048,0.0,0.0625
3037,1,-2,1024,0.0,0.00390625
3038,2,-1,2048,0.0,0.015625
3039,1,-1,2048,0.0,0.0078125
3040,2,-2,1024,0.0,0.0078125
3041,2,2,2048,0.0,0.015625
3042,2,-2,2048,0.0,0.015625
3043,4,-1,1024,0.0,0.015625
3044,1,-1,4096,0.0,0.015625
3045,8,-2,4096,1.0,0.125
3046,4,2,2048,0.0,0.03125
3047,8,-2,1024,0.0,0.03125
3048,1,-2,2048,0.0,0.0078125
3049,4,-1,4096,0.0,0.0625
3050,8,-2,1024,0.0,0.03125
3051,1,2,4096,0.0,0.0
3052,8,-2,4096,0.0,0.109375
3053,2,-1,1024,0.0,0.0078125
3054,8,-1,1024,0.0,0.03125
3055,2,-2,4096,0.0,0.03125
3056,8,-2,4096,0.0,0.125
3057,1,1,4096,0.0,0.015625
3058,2,-2,2048,0.0,0.015625
3059,2,-2,2048,0.0,0.015625
3060,1,-1,2048,0.0,0.0078125
3061,2,-1,2048,0.0,0.015625
3062,2,-1,4096,0.0,0.03125
3063,1,2,1024,0.0,0.00390625
3064,4,-1,1024,0.0,0.015625
3065,4,1,1024,0.0,0.015625
3066,8,2,4096,0.0,0.125
3067,4,-2,4096,0.0,0.0625
3068,1,1,1024,0.0,0.00390625
3069,1,-1,1024,0.0,0.00390625
3070,2,1,1024,0.0,0.0078125
3071,2,-2,1024,0.0,0.0078125
3072,1,-1,2048,0.0,0.0078125
3073,8,-2,2048,0.0,0.0546875
3074,4,2,2048,0.0,0.03125
3075,4,1,1024,0.0,0.015625
3076,1,-2,2048,0.0,0.0078125
3077,8,1,4096,0.0,0.125
3078,1,2,2048,0.0,0.0078125
3079,2,1,4096,0.0,0.03125
3080,2,-1,4096,0.0,0.03125
3081,8,2,4096,0.0,0.109375
3082,2,-2,2048,0.0,0.015625
3083,1,-2,1024,0.0,0.00390625
3084,2,-2,2048,0.0,0.015625
3085,2,2,2048,0.0,0.015625
3086,1,1,4096,0.0,0.015625
3087,1,1,4096,0.0,0.015625
3088,1,1,2048,0.0,0.0078125
3089,2,-1,2048,0.0,0.015625
3090,2,-2,4096,0.0,0.03125
3091,2,2,4096,0.0,0.03125
3092,4,2,4096,0.0,0.0625
3093,1,-2,2048,0.0,0.0078125
3094,8,-2,2048,0.41237745098039214,0.0625
3095,8,1,2048,0.8872549019607843,0.0546875
3096,1,-2,2048,0.0,0.0078125
3097,2,1,1024,0.0,0.0078125
3098,1,2,1024,0.0,0.00390625
3099,2,-1,2048,0.0,0.015625
3100,2,-1,2048,0.0,0.015625
3101,1,2,1024,0.0,0.00390625
3102,1,-1,1024,0.0,0.00390625
3103,2,-2,4096,0.0,0.03125
3104,4,-2,2048,0.0,0.03125
3105,2,2,2048,0.0,0.015625
3106,8,2,4096,0.0,0.125
3107,2,-2,1024,0.0,0.0078125
3108,8,2,4096,0.0,0.125
3109,1,-2,4096,0.0,0.015625
3110,4,-2,2048,0.0,0.03125
3111,8,-1,2048,0.05698529411764706,0.0625
3112,1,-1,4096,0.0,0.015625
3113,8,2,1024,0.0,0.03125
3114,2,1,1024,0.0,0.0078125
3115,2,-2,4096,0.0,0.03125
3116,4,1,1024,0.0,0.015625
3117,4,2,4096,0.0,0.0625
3118,1,1,4096,0.0,0.015625
3119,8,-2,2048,0.0,0.0625
3120,4,-2,1024,0.0,0.015625
3121,8,-1,4096,0.0,0.109375
3122,2,-1,4096,0.0,0.03125
3123,4,-1,2048,0.0,0.03125
3124,2,-2,1024,0.0,0.0078125
3125,8,-2,2048,0.0,0.0625
3126,8,1,2048,0.0,0.0625
3127,8,2,1024,0.0,0.03125
3128,4,1,2048,0.0,0.03125
3129,8,-1,1024,0.0,0.03125
3130,2,2,4096,0.0,0.03125
3131,2,1,2048,0.0,0.015625
3132,8,1,4096,0.9767156862745098,0.109375
3133,1,1,2048,0.0,0.0078125
3134,4,2,4096,0.0,0.0625
3135,1,1,4096,0.0,0.015625
3136,4,1,1024,0.0,0.015625
3137,2,1,2048,0.0,0.015625
3138,2,2,4096,0.0,0.03125
3139,2,2,2048,0.0,0.015625
3140,2,-1,1024,0.0,0.0078125
3141,2,1,4096,0.0,0.015625
3142,2,-2,1024,0.0,0.0078125
3143,4,1,4096,0.0,0.0625
3144,8,2,4096,0.0,0.09375
3145,4,1,1024,0.0,0.015625
3146,4,-1,1024,0.0,0.015625
3147,8,1,4096,0.0,0.109375
3148,8,-1,2048,0.7512254901960784,0.0625
3149,1,-1,4096,0.0,0.015625
3150,4,-2,4096,0.0,0.0625
3151,1,1,1024,0.0,0.00390625
3152,1,-2,4096,0.0,0.015625
3153,8,-1,2048,0.0,0.046875
3154,1,2,4096,0.0,0.015625
3155,8,2,1024,0.0,0.03125
3156,8,-1,1024,0.0,0.03125
3157,8,2,2048,0.0,0.0625
3158,4,-2,2048,0.0,0.03125
3159,8,2,2048,0.0,0.0625
3160,1,-1,1024,0.0,0.00390625
3161,8,2,2048,0.0,0.0546875
3162,1,2,4096,0.0,0.0
3163,2,1,4096,0.0,0.03125
3164,1,1,4096,0.0,0.015625
3165,2,1,1024,0.6274509803921569,0.0078125
3166,4,-2,4096,0.0,0.0625
3167,2,-2,2048,0.0,0.015625
3168,8,-1,4096,0.0,0.078125
3169,4,-1,4096,0.0,0.0625
3170,4,1,1024,0.0,0.015625
3171,8,-1,4096,0.22426470588235295,0.125
3172,2,1,2048,0.0,0.015625
3173,2,-2,4096,0.0,0.03125
3174,8,-2,2048,0.0,0.0625
3175,4,2,1024,0.0,0.015625
3176,4,2,4096,0.0,0.0625
3177,2,2,1024,0.0,0.0078125
3178,1,-1,4096,0.0,0.015625
3179,1,1,1024,0.0,0.00390625
3180,1,1,4096,0.0,0.015625
3181,1,-1,2048,0.0,0.0078125
3182,4,1,1024,0.0,0.015625
3183,1,1,1024,0.0,0.00390625
3184,4,-1,1024,0.0,0.015625
3185,8,-1,4096,1.0,0.125
3186,8,-1,4096,0.0,0.125
3187,2,2,4096,0.0,0.03125
3188,1,2,2048,0.0,0.0078125
3189,8,2,2048,0.0,0.0546875
3190,1,2,4096,0.0,0.015625
3191,4,-1,1024,0.0,0.015625
3192,4,2,4096,0.0,0.0625
3193,1,-2,2048,0.0,0.0078125
3194,4,2,2048,0.0,0.03125
3195,1,-1,2048,0.0,0.0078125
3196,1,-1,4096,0.0,0.015625
3197,8,-2,4096,0.0,0.109375
3198,8,-2,4096,0.0,0.109375
3199,2,-1,1024,0.0,0.0078125
3200,8,1,1024,0.0,0.03125
3201,8,-2,4096,0.3737745098039216,0.125
3202,8,2,4096,0.0,0.125
3203,1,-2,1024,0.0,0.00390625
3204,2,2,4096,0.0,0.03125
3205,4,-1,1024,0.5876225490196079,0.015625
3206,8,-1,4096,0.0,0.109375
3207,8,-2,4096,0.0,0.125
3208,2,2,2048,0.0,0.015625
3209,1,1,1024,0.0,0.00390625
3210,8,-2,4096,0.6660539215686274,0.109375
3211,2,-2,1024,0.0,0.0078125
3212,2,1,2048,0.0,0.015625
3213,8,2,2048,0.0,0.046875
3214,4,-2,1024,0.4883578431372549,0.015625
3215,2,-2,2048,0.0,0.015625
3216,1,1,4096,0.0,0.015625
3217,2,-2,1024,0.0,0.0078125
3218,8,-1,2048,0.0,0.0546875
3219,2,-2,1024,0.0,0.0078125
3220,4,-1,2048,0.0,0.03125
3221,2,1,1024,0.0,0.0078125
3222,8,-1,1024,0.0,0.03125
3223,8,-1,2048,0.15870098039215685,0.0625
3224,4,-1,1024,0.0,0.015625
3225,8,1,1024,0.0,0.03125
3226,4,-2,4096,0.0,0.0625
3227,2,-2,4096,0.0,0.03125
3228,4,-2,1024,0.0,0.015625
3229,8,2,4096,0.0,0.125
3230,8,1,2048,0.0,0.0625
3231,1,-2,1024,0.0,0.00390625
3232,4,-1,4096,0.0,0.0625
3233,1,-1,2048,0.0,0.0078125
3234,4,-2,1024,0.0,0.015625
3235,4,2,1024,0.0,0.015625
3236,2,2,4096,0.0,0.03125
3237,8,-2,1024,0.0,0.03125
3238,8,-2,2048,0.0,0.0625
3239,1,-1,1024,0.0,0.00390625
3240,1,1,4096,0.0,0.015625
3241,1,2,4096,0.0,0.015625
3242,8,-1,2048,0.0,0.0625
3243,4,-1,2048,0.0,0.03125
3244,4,-2,2048,0.0,0.03125
3245,8,-2,2048,0.0,0.0625
3246,8,-2,4096,0.0,0.109375
3247,1,-1,4096,0.0,0.0
3248,1,1,1024,0.0,0.00390625
3249,2,-2,4096,0.0,0.03125
3250,2,-2,1024,0.0,0.0078125
3251,4,2,1024,0.0,0.015625
3252,1,2,2048,0.0,0.0078125
3253,2,1,1024,0.0,0.0078125
3254,1,1,4096,0.0,0.015625
3255,1,1,4096,0.0,0.015625
3256,1,-1,1024,0.0,0.00390625
3257,1,-2,1024,0.0,0.00390625
3258,4,-1,2048,0.0,0.03125
3259,2,1,4096,0.0,0.03125
3260,2,1,2048,0.0,0.015625
3261,2,1,4096,0.0,0.03125
3262,4,1,1024,0.0,0.015625
3263,8,-2,2048,0.0,0.0546875
3264,4,1,1024,0.0,0.015625
3265,4,2,1024,0.0,0.015625
3266,4,1,4096,1.0,0.0625
3267,4,1,1024,0.0,0.015625
3268,1,-2,1024,0.0,0.00390625
3269,8,2,2048,0.0,0.0546875
3270,1,-1,4096,0.0,0.015625
3271,2,-1,2048,0.0,0.015625
3272,4,-1,1024,0.0,0.015625
3273,2,-2,4096,0.0,0.015625
3274,1,2,2048,0.0,0.0078125
3275,8,1,4096,0.0,0.125
3276,1,-1,1024,0.0,0.00390625
3277,1,2,4096,0.0,0.015625
3278,8,-2,1024,0.0,0.03125
3279,4,-1,4096,0.0,0.0625
3280,1,1,2048,0.0,0.0078125
3281,8,-2,4096,0.0,0.109375
3282,8,1,2048,0.0,0.0546875
3283,1,2,1024,0.0,0.00390625
3284,2,1,1024,0.0,0.0078125
3285,2,-2,2048,0.0,0.015625
3286,1,1,1024,0.0,0.00390625
3287,1,-1,2048,0.0,0.0078125
3288,1,1,1024,0.0,0.00390625
3289,1,1,2048,0.0,0.0078125
3290,2,-2,1024,0.0,0.0078125
3291,2,-2,1024,0.0,0.0078125
3292,1,-2,2048,0.0,0.0078125
3293,2,-2,2048,0.0,0.015625
3294,1,-1,2048,0.0,0.0078125
3295,8,-2,2048,0.0,0.0546875
3296,1,2,2048,0.0,0.0078125
3297,8,2,2048,0.0,0.0546875
3298,4,-2,2048,0.0,0.03125
3299,8,-1,4096,0.0,0.109375
3300,4,1,2048,0.0,0.03125
3301,2,1,2048,0.0,0.015625
3302,4,1,4096,0.0,0.0625
3303,2,2,2048,0.0,0.015625
3304,1,1,4096,0.0,0.015625
3305,2,1,2048,0.0,0.015625
3306,2,1,1024,0.0,0.0078125
3307,1,1,2048,0.0,0.0078125
3308,1,-1,4096,0.0,0.015625
3309,8,1,1024,0.0,0.03125
3310,4,2,1024,0.0,0.015625
3311,2,-1,2048,0.0,0.015625
3312,8,-2,4096,0.0,0.109375
3313,1,1,2048,0.0,0.0078125
3314,2,2,2048,0.0,0.015625
3315,8,2,2048,0.0,0.0546875
3316,4,1,2048,0.0,0.0234375
3317,2,2,1024,0.0,0.0078125
3318,2,-1,2048,0.8057598039215687,0.015625
3319,1,-1,4096,0.0,0.015625
3320,1,-1,4096,0.0,0.015625
3321,1,-1,4096,0.0,0.015625
3322,8,1,1024,0.0,0.02734375
3323,4,2,2048,0.0,0.03125
3324,2,-1,1024,0.0,0.0078125
3325,8,-2,1024,0.0,0.03125
3326,1,2,4096,0.0,0.015625
